Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3400;2018;Agglomération de Montpellier;Ville centre;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;1420;;
B3400;2018;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;;8,3;10,9;13,3;16,4;20,3;12,1;360;440;520;704;880;594;49;1582;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;Ensemble 4P+;5,9;7,9;8,8;12,2;13,3;9,2;740;750;1000;1200;1701;1073;116;99;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;Ensemble 1P;12,1;13,6;16;19,8;23,7;16,1;350;380;440;477;523;436;27;509;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;Ensemble 2P;8,9;11,9;14;16,2;17,1;13,3;352;474;523;580;650;526;40;636;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;1. Avant 1946;;Ensemble 3P;8;9,5;11,2;13,2;13,8;11;480;600;704;750;870;692;63;338;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;1. Avant 1946;1. Moins de 1 an;;9,3;12,4;14,2;18;22;13,4;366;450;510;669;750;554;41;579;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;1. Avant 1946;2. 1 an et plus;;8;10,2;13;15,4;18,2;11,4;350;428;523;730;1000;622;55;1003;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;;8,2;9,1;11,2;13,6;16,9;10,7;390;500;615;720;900;630;59;1053;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;6,7;7,9;9,4;11,3;12,4;9,3;575;670;764;1005;1105;824;88;224;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;12,5;13,5;15,2;20;25,3;16,1;340;380;390;400;425;388;24;208;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;8,7;10,8;12,4;14,8;15,8;12,2;400;500;573;624;710;556;46;273;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;8,4;8,8;9,9;11;12,9;10,1;557;609;677;720;820;679;68;348;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;8,7;9,9;11,9;15,2;17,5;11,4;380;465;600;710;900;619;54;308;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;7,9;8,8;11;13,3;16,8;10,5;393;500;624;730;880;633;61;745;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;;8,7;10;12,1;16,3;19,6;11,5;375;420;529;699;880;582;51;1738;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;8,3;8,8;9,6;10,1;11,2;9,5;699;750;880;1000;1100;869;92;164;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;12,6;14,6;16,5;20;22,2;16,4;345;371;410;452;480;413;25;731;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;9,9;10,9;12,3;14;16,4;12,5;450;500;545;600;650;550;44;564;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;7,9;8,5;9,8;11,3;12,1;9,8;540;600;658;700;735;645;66;279;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;8,8;10,1;12;16,4;19,6;11,4;370;410;545;700;906;591;52;571;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;;8,7;10;12,4;16,3;19,6;11,5;380;430;520;688;880;576;50;1167;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;;9,7;11,1;13;15,7;18,5;12,2;407;465;586;710;870;613;50;2073;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;Ensemble 4P+;5,5;7,8;9,9;10,5;11;9,2;440;650;893;960;1100;833;91;90;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;Ensemble 1P;13,9;15,8;17,7;20;20,8;17,2;360;395;416;450;470;419;24;610;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;Ensemble 2P;10,6;12,1;13,2;14,9;16,3;13,1;471;531;580;618;686;579;44;1026;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;;Ensemble 3P;9,9;10,4;11,6;12,4;13,9;11,4;663;710;769;825;900;769;67;347;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;1. Moins de 1 an;;9,3;11,7;13;16,3;19,3;12,4;410;450;560;710;823;587;47;632;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;4. Entre 1991-2005;2. 1 an et plus;;9,9;11;12,7;15,1;17,4;12;405;494;590;724;910;629;52;1441;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;5. Après 2005;;;9,6;11;12,6;14,5;16;11,9;424;525;613;720;873;638;53;2553;58398;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;5. Après 2005;;Ensemble 4P+;7,6;8,8;10,6;11,5;12,5;10;765;890;990;1078;1380;1007;101;142;8785;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;5. Après 2005;;Ensemble 1P;11,9;14;15,6;16,9;17,7;14,2;340;370;420;482;530;435;31;492;15453;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;5. Après 2005;;Ensemble 2P;11,2;12,2;13,5;14,6;15,8;13,3;480;528;570;620;680;573;43;1203;20376;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;5. Après 2005;;Ensemble 3P;9,4;9,9;11,1;12;13;11;620;670;725;790;856;738;67;716;13783;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;5. Après 2005;1. Moins de 1 an;;10,3;11,4;13,1;14,6;15,8;12,3;420;520;600;690;804;611;50;829;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;;5. Après 2005;2. 1 an et plus;;9,6;10,8;12,3;14,4;16,3;11,8;432;530;630;754;921;654;55;1724;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;;;;8,6;8,8;10,2;11,3;13,7;9,9;600;750;930;1105;1200;946;95;142;2829;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;;;Maison 1-3P;;;;;;;;;;;;;;31;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;;;Maison 4P+;8,4;8,8;10,2;11,2;12,4;9,8;750;880;1010;1144;1209;1000;102;111;1816;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;;1. Moins de 1 an;;;;;;;;;;;;;;;32;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;6;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;26;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;;2. 1 an et plus;;8,6;8,8;10,2;11,3;13,7;9,9;600;750;920;1100;1200;930;93;110;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;25;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;;2. 1 an et plus;Maison 4P+;8,1;8,8;10,2;11,2;12,2;9,8;699;858;1000;1100;1200;975;99;85;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;;;;;;;;;;;;;;;;25;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;13;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;12;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;21;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;39;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;4;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;35;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;10;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;29;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;28;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;6;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;22;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;6;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;22;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;27;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;7;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;20;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;3;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;24;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;;;;;;;;;;;;;;;;23;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;1;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;22;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;9;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;14;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;;;8,8;10,5;12,6;15,6;18,5;11,9;390;450;570;700;807;592;50;8857;55568;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;;Appart 1P;12,5;14,5;16,5;19,6;22;16,1;350;380;410;460;500;421;26;2547;15311;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;;Appart 2P;10;11,8;13,1;14,9;16,4;13;451;510;560;606;680;561;43;3699;20158;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;;Appart 3P;8,3;9,4;10,8;12,1;13,2;10,6;565;627;700;770;846;705;66;2003;13130;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;;Appart 4P+;6,7;7,9;9,6;10,7;12;9,3;590;706;826;1000;1117;866;94;608;6969;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;;9,3;11,1;13;16;19,8;12,3;395;448;560;690;755;578;47;2887;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;Appart 1P;12,3;14,5;16,8;20,5;22,2;16,2;350;382;420;460;482;429;26;962;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;Appart 2P;10,3;11,9;13,2;15,5;16,5;13,2;470;524;570;621;690;575;44;1162;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;Appart 3P;8,5;10,2;11,4;12,5;13,3;11,2;590;649;700;750;825;704;63;605;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;1. Moins de 1 an;Appart 4P+;5,5;7,9;9,4;10,5;11,8;9;440;685;750;950;1073;784;87;158;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;;8,7;10,3;12,4;15;17,7;11,6;385;458;574;700;845;601;52;5970;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;Appart 1P;12,6;14,2;16,4;19;21,1;16,1;341;375;405;460;512;416;26;1585;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;Appart 2P;10;11,8;13;14,6;16,3;12,9;438;501;553;600;660;552;43;2537;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;Appart 3P;8,2;9,3;10,4;11,7;13;10,4;550;624;700;780;863;706;68;1398;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;Appart 4P+;6,9;8;9,8;10,8;12,1;9,4;629;715;870;1008;1178;906;97;450;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;;8,3;11,1;13,4;16,6;20,3;12,2;350;440;520;699;845;587;48;1557;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;Appart 1P;12,1;13,5;16;19,8;23,8;16,1;349;380;440;477;523;437;27;506;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;Appart 2P;8,9;11,9;14;16,2;17,1;13,3;352;475;524;580;650;526;40;633;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;Appart 3P;8;9,5;11,3;13,2;13,8;11;490;600;705;750;869;692;63;331;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;Appart 4P+;5,9;7,6;9,1;12,2;13,3;9,3;735;799;1000;1330;1701;1084;117;87;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;1. Moins de 1 an;;9,3;12,4;14,2;18;22;13,4;374;450;514;673;750;555;41;575;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;2. 1 an et plus;;8;10,7;13,2;15,5;18,2;11,6;350;422;523;705;945;609;53;982;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;;8,3;9;11,1;13,5;17;10,7;385;465;602;705;800;607;57;1014;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;Appart 1P;12,5;13,5;15,2;20;25,3;16,1;340;380;390;400;425;388;24;208;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;Appart 2P;8,7;10,8;12,4;14,8;15,8;12,2;400;500;573;624;710;556;46;273;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;Appart 3P;8,4;8,8;9,9;10,8;12,5;9,9;557;608;670;720;802;674;68;344;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;Appart 4P+;6,7;7,8;8,7;11,3;11,8;9;580;670;740;950;1100;786;88;189;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;8,7;9,9;11,9;15,2;17,7;11,4;380;465;600;710;841;607;53;298;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;2. 1 an et plus;;8;8,8;10,8;13,1;16,9;10,4;393;479;609;703;800;607;58;716;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;;;8,8;10,1;12,5;16,4;20;11,8;370;415;510;656;750;549;46;1710;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;;Appart 1P;12,6;14,6;16,5;20;22,2;16,4;345;371;410;452;480;413;25;731;;Estimation directe
B3400;2018;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;;Appart 2P;9,9;10,9;12,3;14;16,4;12,5;450;500;545;600;650;550;44;564;;Estimation directe
